data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6326259,716,ZIM2752,2752,2007-03-28,2007,1,Violence against civilians,Attack,Military Forces of Zimbabwe (1987-2017) Central Intelligence Organization,,1,Civilians (Zimbabwe),MDC: Movement for Democratic Change,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Zimbabwe Human Rights NGO Forum,Other,CIO attacks civilians in their home,0,1572403800,ZWE
6326622,716,ZIM2750,2750,2007-03-27,2007,1,Violence against civilians,Attack,Military Forces of Zimbabwe (1987-2017) Central Intelligence Organization,,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Mashonaland West,Zvimba,Zvimba RDC,Mutorashanga,-17.1500,30.6667,1,Zimbabwe Human Rights NGO Forum,Other,CIO arrests and tortures civilians,0,1572403800,ZWE
6326163,716,ZIM2749,2749,2007-03-22,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Kuwadzana,-17.8252,30.9263,1,Zimbabwe Human Rights NGO Forum,Other,Police assault civilians,0,1572403799,ZWE
6325685,716,ZIM2748,2748,2007-03-22,2007,1,Protests,Peaceful protest,Protesters (Zimbabwe),MDC: Movement for Democratic Change,6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Zimbabwe Human Rights NGO Forum,Other,MDC members protest death of fellow member at hands of police,0,1572403799,ZWE
6974832,716,ZIM2746,2746,2007-03-21,2007,2,Riots,Violent demonstration,Police Forces of Zimbabwe (1987-2017),,1,Rioters (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),5,15,Southern Africa,Zimbabwe,Manicaland,Mutare Central,Mutare City Council,Sakubva,-18.9833,32.6167,1,Herald (Zimbabwe),National,"Police stations in Chitungwiza, Harare and Sakubva were petrol-bombed by suspected MDC-T activists, resulting in serious injuries to two women constables and damage to property.",0,1583194171,ZWE
6403956,716,ZIM2744,2744,2007-03-21,2007,2,Riots,Violent demonstration,Police Forces of Zimbabwe (1987-2017),,1,Rioters (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),5,15,Southern Africa,Zimbabwe,Harare,Harare,Chitungwiza Urban,Chitungwiza,-18.0127,31.0756,1,Herald (Zimbabwe),National,"Police stations in Chitungwiza, Harare and Sakubva were petrol-bombed by suspected MDC-T activists, resulting in serious injuries to two women constables and damage to property.",0,1575923567,ZWE
6403958,716,ZIM2745,2745,2007-03-21,2007,2,Riots,Violent demonstration,Police Forces of Zimbabwe (1987-2017),,1,Rioters (Zimbabwe),MDC-T: Movement for Democratic Change (Tsvangirai Faction),5,15,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Herald (Zimbabwe),National,"Police stations in Chitungwiza, Harare and Sakubva were petrol-bombed by suspected MDC-T activists, resulting in serious injuries to two women constables and damage to property.",0,1575923567,ZWE
6325687,716,ZIM2747,2747,2007-03-21,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),MDC: Movement for Democratic Change,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Glen View,-17.9113,30.9486,1,Zimbabwe Human Rights NGO Forum,Other,Police arrest and torture civilians,0,1572403799,ZWE
6977093,716,ZIM2743,2743,2007-03-20,2007,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC: Movement for Democratic Change,7,37,Southern Africa,Zimbabwe,Mashonaland Central,Bindura South,Bindura Municipality,Bindura,-17.2964,31.3297,1,Zimbabwe Human Rights NGO Forum,Other,ZANU-PF attack civilians,0,1583194183,ZWE
6326454,716,ZIM2742,2742,2007-03-19,2007,1,Protests,Protest with intervention,Police Forces of Zimbabwe (1987-2017),,1,Protesters (Zimbabwe),WOZA: Women of Zimbabwe Arise,6,16,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Kambuzuma,-17.8552,30.9672,1,Zimbabwe Human Rights NGO Forum,Other,Police abduct and torture civilians,0,1572403800,ZWE
6324464,716,ZIM2741,2741,2007-03-19,2007,1,Protests,Peaceful protest,Protesters (Zimbabwe),,6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Zimbabwe Human Rights NGO Forum,Other,Combined Harare Residents Association (CHRA) holds protest march,0,1572403797,ZWE
6327306,716,ZIM2738,2738,2007-03-18,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),MDC: Movement for Democratic Change,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Highfield,-17.8858,30.9919,1,Zimbabwe Human Rights NGO Forum,Other,"Police attack civilians, accuse them of supporting MDC",0,1572403801,ZWE
6327064,716,ZIM2739,2739,2007-03-18,2007,1,Violence against civilians,Attack,Unidentified Armed Group (Zimbabwe),,3,Civilians (Zimbabwe),MDC: Movement for Democratic Change,7,37,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Zimbabwe Human Rights NGO Forum,Other,Unknown men attack civilians,0,1572403801,ZWE
6327444,716,ZIM2740,2740,2007-03-18,2007,1,Violence against civilians,Attack,Unidentified Armed Group (Zimbabwe),,3,Civilians (Zimbabwe),MDC: Movement for Democratic Change,7,37,Southern Africa,Zimbabwe,Mashonaland East,Goromonzi,Goromonzi RDC,Tafara-Mabvuku,-17.8353,31.2111,1,Zimbabwe Human Rights NGO Forum,Other,Unknown men attack civilians,0,1572403801,ZWE
6326349,716,ZIM2737,2737,2007-03-17,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),MDC: Movement for Democratic Change,7,17,Southern Africa,Zimbabwe,Mashonaland West,Kariba,Kariba Municipality,Kariba,-16.5166,28.8000,1,Zimbabwe Human Rights NGO Forum,Other,Police arrest and torture civilians,0,1572403800,ZWE
6326841,716,ZIM2735,2735,2007-03-16,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Glen View,-17.9113,30.9486,1,Zimbabwe Human Rights NGO Forum,Other,Police beat civilians,0,1572403800,ZWE
6325620,716,ZIM2736,2736,2007-03-16,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Mufakose,-17.8663,30.9272,1,Zimbabwe Human Rights NGO Forum,Other,Police assault civilians,0,1572403799,ZWE
6325992,716,ZIM2734,2734,2007-03-15,2007,1,Protests,Peaceful protest,Protesters (Zimbabwe),MDC: Movement for Democratic Change,6,,,0,60,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.1500,28.5800,1,Zimbabwe Human Rights NGO Forum,Other,MDC protest arrests of leaders,0,1572403799,ZWE
6404145,716,ZIM2729,2729,2007-03-14,2007,1,Riots,Violent demonstration,Police Forces of Zimbabwe (1987-2017),,1,Rioters (Zimbabwe),MDC: Movement for Democratic Change,5,15,Southern Africa,Zimbabwe,Midlands,Gweru,Gweru City Council,Gweru,-19.4500,29.8200,1,Zimbabwe Human Rights NGO Forum,Other,MDC petrol bombs police station in Gweru.,0,1575923567,ZWE
6327101,716,ZIM2731,2731,2007-03-14,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Glen View,-17.9113,30.9486,1,Zimbabwe Human Rights NGO Forum,Other,"Police attack civilians, accuse them of supporting MDC",0,1572403801,ZWE
6326857,716,ZIM2732,2732,2007-03-14,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Highfield,-17.8858,30.9919,1,Zimbabwe Human Rights NGO Forum,Other,"Police attack civilians, accuse them of supporting MDC",0,1572403800,ZWE
6324820,716,ZIM2733,2733,2007-03-14,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Mufakose,-17.8663,30.9272,1,Zimbabwe Human Rights NGO Forum,Other,Police beat civilians,0,1572403798,ZWE
6324463,716,ZIM2730,2730,2007-03-14,2007,1,Explosions/Remote violence,Remote explosive/landmine/IED,Police Forces of Zimbabwe (1987-2017),,1,MDC: Movement for Democratic Change,,3,13,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Mufakose,-17.8663,30.9272,1,Zimbabwe Human Rights NGO Forum,Other,MDC activists bomb police officers houses,0,1572403797,ZWE
6326863,716,ZIM2728,2728,2007-03-13,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Zimbabwe Human Rights NGO Forum,Other,"Police search Zimbabwe Congress of Trade Unions office, assault workers",0,1572403800,ZWE
6724598,716,ZIM2727,2727,2007-03-13,2007,1,Riots,Violent demonstration,Police Forces of Zimbabwe (1987-2017),,1,Rioters (Zimbabwe),MDC: Movement for Democratic Change,5,15,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Glen View,-17.9113,30.9486,1,Independent (United Kingdom),International,Police engaged in battles with MDC youths at funeral for MDC activist killed at Highfield 2 days prior.,0,1579554012,ZWE
6324795,716,ZIM2726,2726,2007-03-12,2007,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),,7,37,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Highfield,-17.8858,30.9919,1,Zimbabwe Human Rights NGO Forum,Other,ZANU-PF assault civilians,0,1572403798,ZWE
6977535,716,ZIM2725,2725,2007-03-12,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),MDC: Movement for Democratic Change,7,17,Southern Africa,Zimbabwe,Masvingo,Masvingo Metro,Masvingo Municipality,Masvingo,-20.0833,30.8333,1,Zimbabwe Human Rights NGO Forum,Other,Police assault civilians,0,1583194185,ZWE
5582463,716,ZIM2724,2724,2007-03-09,2007,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC: Movement for Democratic Change,7,37,Southern Africa,Zimbabwe,Mashonaland East,Marondera,Marondera Municipality,Marondera,-18.1833,31.5500,1,VOA,International,"MDC members stabbed, 1 killed, 1 injured.",1,1563305294,ZWE
6324545,716,ZIM2720,2720,2007-03-04,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Budiriro,-17.8972,30.9336,1,Zimbabwe Human Rights NGO Forum,Other,Police abduct and torture civilians,0,1572403798,ZWE
6977430,716,ZIM2721,2721,2007-03-04,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Manicaland,Chimanimani East,Chimanimani RDC,Chimanimani,-19.8000,32.8667,1,Zimbabwe Human Rights NGO Forum,Other,Police arrest and torture civilians,0,1583194185,ZWE
6324918,716,ZIM2722,2722,2007-03-04,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),MDC: Movement for Democratic Change,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Dzivaresekwa,-17.8227,30.9553,1,Zimbabwe Human Rights NGO Forum,Other,Police arrest and torture civilians,0,1572403798,ZWE
6324691,716,ZIM2723,2723,2007-03-04,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Zimbabwe Human Rights NGO Forum,Other,Police assault civilians,0,1572403798,ZWE
6324488,716,ZIM2719,2719,2007-03-03,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),MDC: Movement for Democratic Change,7,17,Southern Africa,Zimbabwe,Mashonaland East,Goromonzi,Goromonzi RDC,Tafara-Mabvuku,-17.8353,31.2111,1,Zimbabwe Human Rights NGO Forum,Other,Police arrest and torture civilians,0,1572403797,ZWE
6327151,716,ZIM2718,2718,2007-02-22,2007,1,Protests,Excessive force against protesters,Police Forces of Zimbabwe (1987-2017),ZANU-PF: Zimbabwe African National Union-Patriotic Front,1,Protesters (Zimbabwe),,6,16,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Zimbabwe Human Rights NGO Forum,Other,Police and ZANU-PF attack protesters,0,1572403801,ZWE
6327229,716,ZIM2717,2717,2007-02-22,2007,1,Protests,Peaceful protest,Protesters (Zimbabwe),,6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Zimbabwe Human Rights NGO Forum,Other,Anti-government protesters stage demonstration,0,1572403801,ZWE
6325001,716,ZIM2714,2714,2007-02-21,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),Women (Zimbabwe),7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Highfield,-17.8858,30.9919,1,Zimbabwe Human Rights NGO Forum,Other,Police threaten and push civilian in her home,0,1572403798,ZWE
6325857,716,ZIM2715,2715,2007-02-21,2007,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),MDC: Movement for Democratic Change,7,37,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Glen Norah,-17.9047,30.9838,1,Zimbabwe Human Rights NGO Forum,Other,ZANU-PF youths attack MDC members,0,1572403799,ZWE
6325365,716,ZIM2713,2713,2007-02-21,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),MDC: Movement for Democratic Change,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Hatfield,-17.8757,31.0921,1,Zimbabwe Human Rights NGO Forum,Other,"Police arrest MDC leader, torture him",0,1572403799,ZWE
6325403,716,ZIM2716,2716,2007-02-21,2007,1,Violence against civilians,Abduction/forced disappearance,ZNLWVA: Zimbabwe National Liberation War Veterans Association,,3,Civilians (Zimbabwe),MDC: Movement for Democratic Change,7,37,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Zimbabwe Human Rights NGO Forum,Other,War veterans abduct and attack MDC supporters,0,1572403799,ZWE
6325491,716,ZIM2712,2712,2007-02-21,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),MDC: Movement for Democratic Change,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Zimbabwe Human Rights NGO Forum,Other,Police arrest and torture men for singing about Tsvangirai,0,1572403799,ZWE
6325497,716,ZIM2711,2711,2007-02-20,2007,1,Violence against civilians,Attack,Unidentified Armed Group (Zimbabwe),,3,Civilians (Zimbabwe),,7,37,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Highfield,-17.8858,30.9919,1,Zimbabwe Human Rights NGO Forum,Other,Unknown men attack civilians,0,1572403799,ZWE
6327439,716,ZIM2709,2709,2007-02-19,2007,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),,7,37,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Zimbabwe Human Rights NGO Forum,Other,ZANU-PF youths indiscriminately attack civilians,0,1572403801,ZWE
6326245,716,ZIM2708,2708,2007-02-19,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Highfield,-17.8858,30.9919,1,Zimbabwe Human Rights NGO Forum,Other,"Police attack civilians, accuse them of supporting MDC",0,1572403800,ZWE
6324734,716,ZIM2710,2710,2007-02-19,2007,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),,7,37,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Highfield,-17.8858,30.9919,1,Zimbabwe Human Rights NGO Forum,Other,ZANU-PF youths indiscriminately attack civilians,0,1572403798,ZWE
6255473,716,ZIM2703,2703,2007-02-18,2007,1,Protests,Excessive force against protesters,Protesters (Zimbabwe),MDC: Movement for Democratic Change,6,Police Forces of Zimbabwe (1987-2017),ZANU-PF: Zimbabwe African National Union-Patriotic Front,1,16,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Highfield,-17.8858,30.9919,1,BBC News,International,"Police fired on MDC rally; 3 feared dead, over 100 arrested.",3,1572403704,ZWE
6325875,716,ZIM2707,2707,2007-02-18,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Glen View,-17.9113,30.9486,1,Zimbabwe Human Rights NGO Forum,Other,Police arbitrarily arrest and assault civilians,0,1572403799,ZWE
6325389,716,ZIM2705,2705,2007-02-18,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Budiriro,-17.8972,30.9336,1,Zimbabwe Human Rights NGO Forum,Other,Police indiscriminately assault civilians,0,1572403799,ZWE
6326950,716,ZIM2706,2706,2007-02-18,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Glen Norah,-17.9047,30.9838,1,Zimbabwe Human Rights NGO Forum,Other,Police indiscriminately assault civilians,0,1572403800,ZWE
6327075,716,ZIM2702,2702,2007-02-17,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Glen View,-17.9113,30.9486,1,Zimbabwe Human Rights NGO Forum,Other,Police arbitrarily arrest and assault civilians,0,1572403801,ZWE
6326643,716,ZIM2699,2699,2007-02-16,2007,1,Battles,Armed clash,Police Forces of Zimbabwe (1987-2017),,1,MDC: Movement for Democratic Change,,3,13,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Zimbabwe Human Rights NGO Forum,Other,MDC supporters attack police officers,0,1572403800,ZWE
6327169,716,ZIM2700,2700,2007-02-16,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),MDC: Movement for Democratic Change,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Highfield,-17.8858,30.9919,1,Zimbabwe Human Rights NGO Forum,Other,Police arrest and assault MDC supporters,0,1572403801,ZWE
6255492,716,ZIM2698,2698,2007-02-16,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),ZANU-PF: Zimbabwe African National Union-Patriotic Front,1,Civilians (Zimbabwe),MDC: Movement for Democratic Change,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Highfield,-17.8858,30.9919,1,BBC News,International,Police battled MDC youths marching in solidarity with striking doctors and professors.,0,1572403704,ZWE
6325666,716,ZIM2701,2701,2007-02-16,2007,1,Violence against civilians,Attack,ZANU-PF: Zimbabwe African National Union-Patriotic Front,,3,Civilians (Zimbabwe),,7,37,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Zimbabwe Human Rights NGO Forum,Other,ZANU-PF youths indiscriminately attack civilians,0,1572403799,ZWE
6326288,716,ZIM2697,2697,2007-02-15,2007,1,Riots,Violent demonstration,Rioters (Zimbabwe),,5,Police Forces of Zimbabwe (1987-2017),,1,15,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Kambuzuma,-17.8552,30.9672,1,Zimbabwe Human Rights NGO Forum,Other,"Vendors riot after police steal their wares, stone police officers",0,1572403800,ZWE
6326176,716,ZIM2696,2696,2007-02-15,2007,3,Protests,Peaceful protest,Protesters (Zimbabwe),Students (Zimbabwe),6,,,0,60,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.1500,28.5800,1,Zimbabwe Human Rights NGO Forum,Other,Students protest increases in fees,0,1572403800,ZWE
6324500,716,ZIM2694,2694,2007-02-13,2007,1,Protests,Excessive force against protesters,Police Forces of Zimbabwe (1987-2017),,1,Protesters (Zimbabwe),,6,16,Southern Africa,Zimbabwe,Harare,Harare,Chitungwiza Urban,Chitungwiza,-18.0127,31.0756,1,Zimbabwe Human Rights NGO Forum,Other,Police violently disperse protest,0,1572403798,ZWE
6324844,716,ZIM2692,2692,2007-02-13,2007,1,Protests,Peaceful protest,Protesters (Zimbabwe),,6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Chitungwiza Urban,Chitungwiza,-18.0127,31.0756,1,Zimbabwe Human Rights NGO Forum,Other,Protests over increases in water and sewage fees,0,1572403798,ZWE
6325433,716,ZIM2695,2695,2007-02-13,2007,1,Protests,Excessive force against protesters,Police Forces of Zimbabwe (1987-2017),,1,Protesters (Zimbabwe),WOZA: Women of Zimbabwe Arise; Women (Zimbabwe),6,16,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Zimbabwe Human Rights NGO Forum,Other,"Police arrest WOZA demonstrators, assault them",0,1572403799,ZWE
6324433,716,ZIM2693,2693,2007-02-13,2007,1,Protests,Peaceful protest,Protesters (Zimbabwe),WOZA: Women of Zimbabwe Arise; Women (Zimbabwe),6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Zimbabwe Human Rights NGO Forum,Other,WOZA demonstration in Harare Central,0,1572403797,ZWE
6326944,716,ZIM2690,2690,2007-02-12,2007,1,Violence against civilians,Attack,Military Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Makokoba,-20.1419,28.5753,1,Zimbabwe Human Rights NGO Forum,Other,Soldiers assault civilians,0,1572403800,ZWE
6325189,716,ZIM2691,2691,2007-02-12,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),MDC: Movement for Democratic Change,7,17,Southern Africa,Zimbabwe,Midlands,Kwekwe,Kwekwe City Council,Kwekwe,-18.9166,29.8167,1,Zimbabwe Human Rights NGO Forum,Other,Police arrest and torture civilians,0,1572403798,ZWE
6327384,716,ZIM2689,2689,2007-02-05,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),MDC: Movement for Democratic Change,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Hatfield,-17.8757,31.0921,1,Zimbabwe Human Rights NGO Forum,Other,Police arrest and torture civilians,0,1572403801,ZWE
6325573,716,ZIM2687,2687,2007-02-04,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Chitungwiza Urban,Chitungwiza,-18.0127,31.0756,1,Zimbabwe Human Rights NGO Forum,Other,Police arrest and torture civilians,0,1572403799,ZWE
6255749,716,ZIM2686,2686,2007-02-04,2007,1,Violence against civilians,Attack,Military Forces of Zimbabwe (1987-2017) Central Intelligence Organization,,1,Civilians (Zimbabwe),Journalists (Zimbabwe),7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Glen View,-17.9113,30.9486,1,BBC News,International,"MDC activist/journalist abducted, killed by state security agents.",1,1572403704,ZWE
6326676,716,ZIM2688,2688,2007-02-04,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),,7,17,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Highfield,-17.8858,30.9919,1,Zimbabwe Human Rights NGO Forum,Other,Police raid home and attack civilians,0,1572403800,ZWE
6326438,716,ZIM2684,2684,2007-02-03,2007,1,Protests,Peaceful protest,Protesters (Zimbabwe),MDC: Movement for Democratic Change,6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Zimbabwe Human Rights NGO Forum,Other,MDC holds demonstration,0,1572403800,ZWE
6325956,716,ZIM2685,2685,2007-02-03,2007,1,Protests,Excessive force against protesters,Police Forces of Zimbabwe (1987-2017),,1,Protesters (Zimbabwe),MDC: Movement for Democratic Change,6,16,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,Harare,-17.8333,31.0500,1,Zimbabwe Human Rights NGO Forum,Other,Police assault MDC demonstrators,0,1572403799,ZWE
6324860,716,ZIM2681,2681,2007-02-02,2007,1,Protests,Peaceful protest,Protesters (Zimbabwe),MDC: Movement for Democratic Change,6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,St. Marys,-17.8178,31.0447,1,Zimbabwe Human Rights NGO Forum,Other,MDC demonstrates to demand elections,0,1572403798,ZWE
6324353,716,ZIM2682,2682,2007-02-02,2007,1,Violence against civilians,Attack,Police Forces of Zimbabwe (1987-2017),,1,Civilians (Zimbabwe),Women (Zimbabwe),7,17,Southern Africa,Zimbabwe,Harare,Harare,Chitungwiza Urban,Chitungwiza,-18.0127,31.0756,1,Zimbabwe Human Rights NGO Forum,Other,Police beat up elderly women and widows,0,1572403797,ZWE
6325145,716,ZIM2680,2680,2007-02-02,2007,1,Protests,Peaceful protest,Protesters (Zimbabwe),Women (Zimbabwe),6,,,0,60,Southern Africa,Zimbabwe,Harare,Harare,Chitungwiza Urban,Chitungwiza,-18.0127,31.0756,1,Zimbabwe Human Rights NGO Forum,Other,Elderly women demonstrate to protest high rental costs,0,1572403798,ZWE
6325227,716,ZIM2683,2683,2007-02-02,2007,1,Protests,Excessive force against protesters,Police Forces of Zimbabwe (1987-2017),,1,Protesters (Zimbabwe),MDC: Movement for Democratic Change,6,16,Southern Africa,Zimbabwe,Harare,Harare,Harare City Council,St. Marys,-17.8178,31.0447,1,Zimbabwe Human Rights NGO Forum,Other,Police violently disperse protest,0,1572403798,ZWE
6325607,716,ZIM2678,2678,2007-01-17,2007,1,Protests,Peaceful protest,Protesters (Zimbabwe),Students (Zimbabwe),6,,,0,60,Southern Africa,Zimbabwe,Bulawayo,Bulawayo,Bulawayo City Council,Bulawayo,-20.1500,28.5800,1,Zimbabwe Human Rights NGO Forum,Other,Students protest increases in fees,0,1572403799,ZWE
